,q17a,q17b,q17c,q18b,q18c,q18g,age18,q20a,q20b,q20c,q21a,q21b,q21c,q22a,q22b,q22c,q22d1,q22d2,q22f,q23c,q24a,q24b,q24c,q24d,q25
1379,1,1,1,2,8,1990,20,6,6,4,2,2,1,3,-1,1,3,-1,0,2,3,2,2,2,2
1380,1,1,2,2,2,1937,73,1,1,1,1,2,1,7,9,0,2,-1,0,1,4,4,4,4,3
1381,0,0,1,2,2,1977,33,1,1,1,1,-1,-1,7,10,-1,2,-1,0,1,4,4,4,4,4
1382,1,1,1,1,1,1956,54,5,5,5,1,2,1,7,12,1,2,1,0,1,4,4,4,4,4
1383,1,1,1,1,1,1965,45,1,4,5,2,2,1,7,10,0,0,0,0,1,4,4,4,4,3
1384,0,1,1,2,4,1986,24,5,5,4,1,2,1,3,8,0,4,-1,0,1,4,4,4,4,5
1385,1,0,4,2,5,1990,20,1,1,1,2,3,1,3,1,0,-1,-1,0,1,2,3,3,3,3
1386,1,1,4,1,1,1993,17,5,5,5,3,4,4,2,10,0,2,3,0,1,2,2,3,3,2
1387,1,1,-1,1,1,1980,30,5,4,5,1,4,1,5,10,0,1,0,0,1,4,2,4,3,2
1388,1,1,1,2,5,1976,34,2,3,3,1,2,1,5,9,1,2,0,0,1,4,4,4,4,5
1389,1,1,1,1,1,1987,23,5,5,5,2,2,3,2,5,0,1,-1,0,1,4,4,4,4,5
1390,1,1,-1,2,2,1959,51,1,2,2,2,2,1,7,12,1,1,0,0,1,2,1,1,1,5
1391,1,1,1,2,2,1961,49,1,3,1,5,1,3,4,12,1,1,0,0,1,4,4,4,4,4
1392,1,1,3,1,1,1964,46,5,5,5,4,1,1,7,11,1,1,0,0,1,3,3,4,4,4
1393,1,1,1,2,2,1984,26,1,1,1,3,1,1,5,8,1,1,-1,0,1,3,2,4,4,3
1394,1,1,4,1,5,1985,25,1,1,3,1,2,1,7,1,0,-1,-1,0,1,3,3,3,3,5
1395,0,1,1,2,1,1963,47,1,3,1,2,2,1,4,10,0,3,-1,0,2,3,3,3,3,3
1396,1,1,2,1,-1,1980,30,5,5,4,2,2,1,5,10,0,2,0,0,1,2,2,2,2,3
1397,1,1,4,2,2,1953,57,1,3,1,2,2,1,4,7,0,1,0,0,1,4,4,4,4,3
1398,1,0,4,2,2,1985,25,1,1,1,-1,3,1,3,9,0,2,0,0,3,4,4,4,4,3
1399,1,1,1,2,2,1971,39,1,2,1,1,2,1,7,12,1,2,1,0,1,4,4,3,3,3
1400,1,0,3,2,5,1976,34,5,3,3,1,2,1,7,9,1,1,0,0,3,4,3,2,2,3
1401,1,1,4,2,3,1982,28,4,4,3,2,2,1,6,8,0,1,-1,0,1,4,4,4,4,4
1402,1,1,4,2,3,1955,55,5,4,3,1,2,1,3,12,1,1,-1,0,1,3,4,4,4,5
1403,1,0,4,1,1,1984,26,5,5,5,2,2,3,7,10,1,1,-1,0,1,3,2,2,2,5
1404,1,0,4,1,3,1970,40,1,3,4,2,4,3,3,3,0,0,0,0,1,3,3,3,3,3
1405,1,1,4,1,1,1962,48,5,4,4,2,2,1,4,10,1,3,-1,0,1,4,3,3,3,3
1406,0,0,4,1,1,1988,22,5,4,5,1,4,4,2,5,0,2,0,0,3,2,2,2,2,2
1407,0,1,1,1,8,1995,15,4,4,4,1,4,3,1,1,0,3,5,0,3,2,3,4,2,3
1408,0,0,1,1,5,1971,39,5,5,5,1,2,1,3,8,1,2,-1,0,1,4,3,3,3,3
1409,1,0,1,1,12,1965,45,5,5,4,1,4,1,7,8,1,1,-1,0,1,4,2,2,2,2
1410,1,1,1,2,6,1992,18,6,6,4,1,4,4,2,9,0,3,0,0,1,2,2,3,2,4
1411,0,0,3,2,12,1991,19,1,2,2,1,4,3,4,1,0,4,-1,0,2,4,4,4,4,3
1412,1,1,3,1,1,1968,42,5,4,4,1,2,1,7,11,0,2,0,0,1,2,2,3,2,3
1413,0,0,3,2,2,1948,62,6,2,1,1,2,1,7,7,1,0,0,0,1,4,4,4,4,5
1414,0,0,3,1,1,1990,20,5,5,5,5,4,3,2,-1,0,1,-1,0,3,2,2,2,2,3
1415,1,1,2,2,1,1963,47,1,1,1,2,2,1,5,6,0,0,0,0,1,4,3,4,4,5
1416,1,1,1,2,2,1953,57,1,2,1,1,2,1,7,12,1,1,-1,0,1,4,4,4,4,4
1417,0,0,4,1,1,1991,19,6,6,5,2,2,3,2,-1,0,4,-1,0,-1,2,1,1,1,1
1418,1,0,4,2,2,1985,25,1,3,1,-1,4,1,3,-1,0,1,1,0,2,4,4,4,4,5
1419,0,0,4,1,12,1974,36,6,5,5,6,3,3,5,10,0,2,0,1,1,3,3,4,3,2
1420,1,1,4,2,3,1983,27,5,4,3,2,5,3,3,7,0,1,1,1,1,4,4,4,4,4
1421,1,1,1,1,1,1954,56,5,4,5,2,3,1,3,3,0,1,-1,1,2,4,2,2,2,4
1422,0,0,3,1,5,1962,48,3,4,3,1,3,1,7,1,1,3,0,-1,1,3,3,2,3,3
1423,1,1,4,1,1,1974,36,5,5,5,2,4,4,7,5,1,1,1,0,1,3,3,3,3,5
1424,0,0,4,2,2,1982,28,1,-1,1,2,2,1,5,8,1,1,2,0,1,4,4,4,4,4
1425,1,0,4,1,1,1981,29,5,5,5,1,2,1,5,8,0,-1,-1,0,1,2,2,2,3,2
1426,1,1,1,2,2,1985,25,1,2,1,2,4,3,3,7,1,4,3,0,3,2,3,3,4,3
1427,1,0,4,2,2,1989,21,1,2,1,1,4,1,3,1,0,1,0,0,1,2,2,2,2,2
1428,0,0,4,1,3,1989,21,5,5,3,3,2,1,3,11,0,5,4,0,3,2,3,3,3,3
1429,1,0,4,1,8,1976,34,1,1,1,3,4,1,5,11,1,2,-1,0,1,4,4,4,4,3
1430,0,0,4,2,3,1983,27,4,4,3,2,4,4,5,3,0,2,0,0,1,3,2,4,4,3
1431,0,0,4,1,1,1988,22,5,2,5,4,2,1,2,5,0,1,-1,0,1,4,4,4,4,5
1432,1,1,4,1,1,1974,36,6,4,5,-1,4,3,2,1,0,1,-1,0,2,4,4,4,4,5
1434,0,0,4,1,3,1992,18,4,4,3,4,4,3,1,1,0,3,4,0,3,2,4,2,2,3
1435,1,1,1,2,2,1959,51,1,3,1,1,2,1,4,11,1,1,-1,0,1,4,4,4,4,2
1436,1,1,4,2,8,1991,19,-1,-1,5,2,2,3,2,2,0,1,-1,0,1,4,4,4,4,3
1437,0,0,4,2,2,1986,24,1,2,-1,4,1,1,1,-1,-1,-1,-1,1,1,2,2,2,2,2
1438,1,1,1,2,2,1954,56,1,2,1,2,2,1,7,12,1,2,0,1,1,4,4,4,4,4
1439,1,1,1,1,1,1969,41,5,4,4,1,2,1,5,12,1,1,-1,0,1,4,4,4,4,4
1440,1,1,1,2,-1,1988,22,1,1,1,1,2,1,2,-1,0,7,-1,0,3,4,4,4,4,4
1441,1,1,1,1,3,1975,35,5,4,4,5,4,4,7,12,1,1,0,0,1,2,4,2,2,4
1442,1,1,4,2,2,1984,26,1,3,1,4,4,2,5,10,1,2,0,0,3,4,4,4,4,4
1443,1,1,1,2,8,1991,19,5,5,5,3,4,4,3,9,0,3,1,0,1,3,3,3,3,3
1444,1,1,1,1,-1,1962,48,5,5,5,2,2,1,3,3,0,-1,-1,0,3,2,2,2,2,3
1445,1,1,1,2,2,1971,39,1,2,1,6,2,1,5,9,1,1,-1,0,1,4,4,3,3,4
1446,0,0,1,1,8,1982,28,1,1,1,1,4,1,5,8,1,1,-1,0,1,4,2,3,3,5
1447,1,1,-1,2,1,1948,62,1,3,1,2,2,1,6,12,1,1,1,0,1,4,4,3,4,4
1448,-1,-1,-1,-1,-1,1934,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1
1449,0,0,4,1,3,1985,25,5,5,3,4,1,3,2,1,0,4,1,0,1,2,2,2,2,4
1450,1,1,1,1,1,1969,41,5,5,5,4,5,1,5,10,1,2,-1,1,1,4,4,4,4,4
1451,1,1,1,1,1,1981,29,4,4,4,1,3,3,3,9,0,-1,-1,0,2,3,3,3,3,4
1452,0,0,2,1,1,1979,31,5,5,5,3,2,4,5,3,0,3,-1,0,1,2,2,3,4,3
1453,0,0,4,2,1,1961,49,1,2,1,4,4,3,3,10,0,1,-1,0,3,3,3,3,3,3
1454,1,1,1,1,1,1955,55,5,4,5,2,3,1,5,11,1,2,-1,0,1,4,3,3,3,3
1455,1,1,1,2,2,1969,41,1,1,1,1,4,4,3,7,0,3,1,0,2,4,4,4,4,4
1456,1,1,4,1,3,1984,26,5,4,4,1,4,3,4,9,1,1,0,0,1,3,2,3,2,4
1457,0,0,4,1,1,1986,24,5,4,5,2,4,1,3,4,1,1,-1,0,3,4,4,3,4,4
1458,1,1,3,2,12,1978,32,1,2,1,2,2,1,7,12,1,2,1,0,1,3,4,4,4,2
1459,1,1,1,2,2,1991,19,1,2,1,1,3,3,2,1,0,2,-1,0,2,3,3,3,3,4
1460,1,1,4,2,2,1985,25,1,4,1,2,3,1,6,1,0,2,0,0,1,4,4,4,4,4
1461,0,0,1,2,2,1948,62,6,2,1,1,2,1,3,2,1,0,0,0,1,4,2,2,2,4
1462,1,0,1,2,2,1972,38,1,2,1,3,4,4,4,11,1,1,0,1,2,2,3,3,3,3
1463,1,1,1,1,2,1947,63,5,4,5,1,2,1,3,2,0,0,0,1,1,3,2,2,2,3
1464,1,1,4,1,1,1967,43,5,5,5,2,4,1,5,11,1,3,0,1,1,4,4,3,4,5
1465,1,1,4,2,8,1989,21,5,5,5,2,2,1,3,9,0,3,-1,0,2,4,4,3,3,3
1466,1,1,1,2,2,1951,59,1,2,1,1,2,1,7,10,1,-1,2,0,1,4,4,2,2,2
1467,1,1,1,1,1,1982,28,5,5,5,2,2,1,4,10,1,3,-1,0,1,4,4,4,4,5
1468,0,0,4,1,1,1983,27,5,5,5,1,2,1,5,11,1,3,-1,0,1,2,3,3,3,5
1469,0,0,3,2,5,-1,-1,1,2,2,2,2,1,3,9,0,2,-1,0,3,2,3,4,3,3
1470,1,1,1,2,2,1988,22,1,1,1,1,2,4,4,9,1,1,-1,0,1,4,4,4,4,5
1471,1,0,4,1,1,1963,47,5,5,5,1,1,4,5,11,0,1,0,0,1,3,3,3,4,3
1472,1,1,1,1,1,1979,31,5,4,5,2,4,3,2,10,1,3,0,1,2,4,1,4,4,2
1473,1,1,4,2,3,1980,30,2,3,2,5,2,1,5,12,1,-1,3,0,2,4,4,4,4,5
1474,1,1,1,1,1,1988,22,5,5,5,1,5,1,4,9,0,1,0,0,3,4,2,2,3,4
1475,1,1,1,1,1,1986,24,5,5,5,1,2,1,3,6,0,5,-1,1,2,3,3,2,2,5
1476,1,1,1,1,1,1984,26,6,5,5,1,2,1,7,5,0,2,0,0,1,4,2,2,3,2
1477,1,1,1,2,2,1960,50,1,3,1,1,2,2,6,10,1,0,0,0,3,4,4,4,4,4
1478,1,1,1,2,2,1971,39,1,4,1,2,2,1,7,10,1,2,-1,0,1,4,4,4,4,4
1479,1,1,1,1,1,1954,56,5,5,5,2,2,1,5,10,1,1,-1,1,1,4,4,4,4,5
1480,1,1,4,2,12,1978,32,6,6,-1,2,2,1,3,1,0,0,0,0,1,2,3,2,2,3
1481,0,0,4,2,12,1987,23,5,5,5,-1,-1,-1,3,6,0,3,-1,-1,3,-1,-1,-1,-1,2
1482,1,1,1,1,1,1938,72,5,4,5,2,2,1,5,-1,1,0,0,1,1,4,4,4,4,3
1483,0,1,1,2,2,1942,68,6,1,1,1,2,1,7,3,0,0,0,0,1,4,4,4,4,4
1484,0,1,4,1,1,1973,37,5,4,5,1,2,1,2,10,0,1,-1,0,3,3,3,2,2,2
1486,1,1,1,2,2,1947,63,1,2,1,1,2,1,7,10,1,2,-1,0,1,3,3,3,3,4
1487,1,1,4,1,1,1969,41,5,5,5,2,2,1,5,10,1,-1,-1,0,1,2,2,2,4,4
1488,1,1,1,2,4,1970,40,1,4,3,2,2,1,7,12,1,1,2,0,2,3,4,3,3,4
1489,1,1,1,2,2,1946,64,1,2,2,1,2,1,7,12,1,1,0,0,1,1,3,3,3,5
1490,1,1,4,2,3,1992,18,5,4,3,2,2,5,2,1,1,1,2,0,1,3,2,2,2,3
1491,0,1,1,2,2,1986,24,1,3,1,2,4,1,5,2,1,2,0,0,1,3,2,2,2,3
1492,1,1,4,2,3,1981,29,4,4,3,4,1,1,2,1,0,1,-1,1,3,4,3,2,3,2
1493,1,1,1,1,1,1983,27,5,5,5,2,2,1,7,8,1,0,0,0,1,4,3,3,4,4
1494,0,1,1,1,1,1970,40,5,4,5,1,2,1,5,11,0,1,-1,0,1,4,4,4,4,3
1495,0,1,4,2,3,1984,26,5,4,3,2,2,1,2,2,1,4,-1,0,1,3,3,3,3,3
1496,1,1,3,2,5,1974,36,1,4,2,1,2,1,7,11,1,3,-1,0,1,4,4,4,4,4
1497,1,1,1,1,1,1972,38,5,4,5,2,2,1,7,11,1,-1,-1,-1,1,3,4,4,4,3
1498,1,0,4,1,3,1950,60,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1500,1,1,3,2,1,1978,32,1,2,1,1,2,1,6,8,1,1,2,0,1,2,3,2,2,3
1501,1,0,4,1,1,1985,25,5,5,5,2,5,3,3,7,1,2,0,0,1,4,3,2,2,3
1502,1,1,1,2,5,1982,28,3,4,1,1,2,3,7,9,0,2,-1,0,2,3,2,2,2,3
1503,1,0,3,2,3,1991,19,6,6,3,5,1,4,1,3,0,-1,9,0,1,2,3,3,3,-1
1504,1,1,-1,2,2,1986,24,1,1,1,5,1,2,2,9,1,0,0,1,2,4,4,4,4,5
1505,1,1,1,2,3,1940,70,1,4,3,2,2,1,3,10,0,1,-1,0,1,4,4,4,4,4
1506,1,1,2,2,5,1969,41,6,4,5,1,2,1,7,10,1,0,0,0,1,3,4,4,3,4
1507,0,0,3,1,4,1988,22,5,4,5,2,2,1,4,2,1,1,0,0,2,4,2,2,2,2
1508,1,1,1,-1,1,1969,41,5,5,5,1,2,1,7,10,1,2,0,0,1,3,3,2,2,5
1509,1,1,1,2,2,1989,21,3,2,2,6,3,1,2,4,0,5,1,0,3,4,3,2,4,3
1510,1,1,1,2,5,1979,31,5,3,3,1,3,1,7,10,0,1,0,0,1,3,3,2,2,2
1511,1,0,4,2,2,1986,24,2,4,2,1,4,1,3,10,1,3,-1,1,1,2,3,3,3,3
1512,1,1,4,2,2,1965,45,1,2,1,1,3,1,3,10,0,1,-1,0,1,2,2,2,2,4
1513,1,1,2,1,-1,1984,26,5,5,5,2,3,1,4,8,1,1,2,1,1,4,3,2,3,4
1514,1,0,4,2,2,1991,19,1,1,1,2,2,4,3,1,0,2,1,0,1,3,4,4,4,3
1515,1,1,1,2,12,1973,37,1,4,-1,2,2,1,7,1,0,0,2,0,2,3,3,2,3,3
1516,1,1,1,2,2,1950,60,1,2,1,2,2,1,5,10,1,3,0,0,1,2,2,2,2,3
1517,1,1,1,1,1,1935,75,5,5,5,6,3,4,6,8,0,2,-1,1,1,3,3,3,2,1
1518,1,1,1,1,1,1973,37,5,4,5,2,2,1,5,9,1,1,-1,0,2,3,3,3,3,4
1519,1,0,1,1,1,1982,28,5,5,5,1,2,1,5,7,0,1,-1,0,1,3,3,3,3,3
1520,1,1,4,1,1,1964,46,5,4,5,3,-1,1,7,12,1,1,0,0,1,4,4,4,3,3
1521,1,1,1,2,2,1967,43,1,2,1,2,2,1,7,12,1,1,-1,0,1,4,4,4,4,5
1522,1,1,1,1,1,1961,49,5,4,5,2,2,1,5,12,1,-1,-1,0,1,4,4,4,4,5
1523,1,1,4,1,1,1985,25,5,5,5,2,3,1,4,5,0,2,-1,0,3,3,3,3,3,3
1524,0,0,1,2,2,1982,28,1,2,1,2,2,1,6,1,0,1,-1,0,1,4,4,4,4,4
1525,1,1,4,1,1,1931,79,6,5,-1,2,2,-1,7,8,1,0,0,1,1,4,4,4,4,4
1526,1,1,1,1,1,1969,41,5,4,5,3,2,3,7,11,1,0,0,1,1,3,3,3,4,3
1527,0,0,4,1,1,1979,31,5,4,5,1,2,1,3,2,0,0,0,1,1,3,2,2,2,3
1528,1,1,1,2,4,1961,49,1,2,1,1,2,1,4,8,1,1,-1,0,1,4,4,4,4,3
1529,0,0,3,1,5,1990,20,5,5,4,1,4,1,3,1,0,2,0,0,1,2,2,2,2,4
1530,1,1,3,1,1,1961,49,5,4,5,3,3,1,3,12,1,2,-1,0,2,4,3,3,3,3
1531,1,1,1,2,8,1983,27,5,5,5,3,2,1,6,-1,1,0,0,0,1,3,3,3,3,4
1532,1,0,4,1,3,1972,38,4,3,3,1,4,1,3,7,0,1,0,0,1,2,2,2,2,2
1533,1,0,2,1,1,1980,30,5,5,5,1,2,1,3,12,0,3,-1,0,1,2,1,2,3,5
1534,1,1,1,2,2,1934,76,1,2,1,2,2,1,3,7,1,-1,-1,0,1,3,3,3,3,4
1535,1,1,1,2,2,1969,41,1,2,1,2,2,1,7,12,1,2,0,0,1,4,4,3,3,3
1536,1,1,1,1,1,1975,35,5,4,5,2,2,1,6,12,1,1,-1,0,2,4,4,4,4,3
1537,1,1,1,1,2,1951,59,6,2,2,2,2,1,7,12,1,1,2,0,1,3,4,3,3,4
1538,1,1,1,1,3,1958,52,5,4,4,5,1,-1,3,-1,0,2,-1,0,1,4,3,4,4,5
1539,1,0,4,2,2,1985,25,1,1,1,2,4,1,6,8,0,1,-1,-1,1,4,4,4,4,4
1540,1,1,1,1,1,1941,69,5,5,5,1,2,1,7,12,1,0,-1,0,1,4,4,4,4,4
1541,1,1,4,1,12,1980,30,1,1,1,2,4,1,5,9,1,-1,-1,0,1,2,2,2,3,5
1542,1,1,1,2,2,1973,37,1,2,1,3,2,1,5,12,1,2,2,0,3,4,4,4,4,3
1543,1,1,1,1,1,1970,40,5,5,5,2,2,1,5,12,1,1,-1,0,1,4,4,4,4,5
1544,1,1,4,1,1,1991,19,6,6,4,2,5,4,2,12,1,3,-1,0,2,4,4,4,4,4
1545,1,1,1,2,2,1983,27,1,3,2,2,2,4,5,11,1,1,0,0,1,3,4,4,4,4
1546,1,1,4,1,1,1966,44,5,4,4,5,1,3,5,12,1,1,0,0,1,3,2,2,2,2
1547,1,1,3,1,1,1945,65,6,5,5,3,4,1,3,12,1,1,0,0,1,4,4,4,4,5
1548,1,1,1,1,1,1958,52,6,5,5,1,2,1,7,11,1,0,0,0,1,3,1,2,1,3
1549,1,1,1,2,2,1961,49,1,1,1,2,2,1,7,11,1,1,-1,-1,1,4,4,4,4,4
1550,1,1,1,2,5,1989,21,1,1,2,1,2,1,3,11,0,3,1,0,1,3,3,3,3,4
1551,1,1,3,2,3,1976,34,4,4,3,2,2,1,3,9,1,2,2,0,3,3,3,3,3,4
1552,0,1,1,2,1,1989,21,1,2,1,1,2,1,2,7,0,3,-1,0,3,4,4,4,4,4
1553,1,1,1,2,8,1990,20,5,5,5,1,2,1,3,1,0,3,1,0,1,2,1,1,2,2
1554,1,0,4,2,12,1992,18,5,5,3,4,3,3,2,1,0,1,0,0,2,3,4,4,4,3
1555,1,1,1,1,1,1957,53,5,5,5,2,2,1,5,10,1,-1,-1,0,1,3,3,3,3,3
1556,0,1,1,1,1,1981,29,5,5,5,3,2,1,5,8,1,1,-1,0,1,4,4,4,4,5
1557,1,1,1,1,3,1967,43,4,4,4,1,2,1,4,10,1,-1,8,0,1,4,4,4,4,4
1558,0,0,4,2,3,1990,20,6,3,2,2,3,1,3,1,0,5,1,0,1,3,3,3,3,3
1559,1,1,1,1,1,1963,47,5,4,5,1,2,1,5,12,1,-1,-1,0,2,4,4,3,3,3
1560,1,1,1,1,1,1980,30,5,4,5,1,2,1,6,9,1,1,-1,-1,1,3,3,3,3,3
1561,1,1,4,2,7,1960,50,1,3,1,1,2,1,6,9,1,1,-1,-1,3,2,3,3,4,3
1562,1,-1,3,2,2,1980,30,1,3,2,3,4,1,3,11,-1,1,1,-1,2,4,4,4,4,4
1563,1,1,1,2,2,1961,49,1,1,1,4,2,5,5,11,1,0,0,0,1,4,4,4,4,5
1564,0,0,4,2,1,1989,21,6,5,5,2,2,5,2,1,0,2,0,0,1,3,2,3,2,2
1565,1,1,4,1,1,1944,66,6,5,5,2,5,1,5,11,1,1,-1,0,1,4,4,4,4,4
1566,1,1,1,1,1,1959,51,5,4,5,3,4,1,5,10,1,1,0,1,1,3,3,2,3,3
1567,0,0,3,1,3,1978,32,2,3,2,2,2,1,3,1,1,1,-1,0,3,4,3,4,4,4
1568,0,1,1,1,1,1957,53,5,4,5,1,4,1,6,9,0,1,-1,0,1,4,3,3,3,3
1569,1,1,1,1,-1,1969,41,3,5,-1,6,-1,3,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1
1570,1,1,1,2,2,1966,44,1,2,1,2,2,1,5,9,0,-1,-1,-1,3,1,1,1,1,4
1571,1,1,1,1,1,1991,19,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1572,0,0,1,1,1,1987,23,5,4,5,2,2,1,6,8,0,1,0,0,1,1,1,4,4,5
1573,1,0,1,1,1,1990,20,5,5,5,2,2,1,3,1,0,4,0,0,1,4,4,3,4,4
1574,1,1,1,1,1,1961,49,5,5,5,3,2,1,7,12,1,1,0,0,1,4,2,3,2,5
1575,1,1,1,1,1,1981,29,5,4,5,1,2,1,2,11,1,1,0,0,1,2,4,2,4,2
1576,0,0,3,2,6,1985,25,2,4,2,3,3,3,2,6,0,1,0,0,3,3,2,2,3,3
1577,0,1,1,1,1,1963,47,5,4,5,2,2,2,5,8,0,1,0,0,3,3,2,2,2,3
1578,1,0,4,1,1,1954,56,5,4,5,2,2,1,4,12,1,1,-1,0,1,4,4,4,4,4
1579,1,1,3,2,2,1991,19,1,1,1,2,2,4,3,7,0,0,0,0,3,4,4,3,3,3
1580,1,1,4,1,1,1973,37,5,4,5,2,4,4,3,10,1,-1,-1,0,3,3,3,4,4,4
1581,1,1,1,2,2,1975,35,1,2,1,2,3,1,3,9,1,1,0,-1,1,4,4,4,4,3
1582,1,1,1,1,5,1962,48,5,4,5,1,2,1,7,10,1,1,-1,0,1,3,4,4,4,3
1583,0,0,1,1,1,1990,20,4,4,4,1,2,1,3,2,0,3,0,0,1,2,4,2,2,3
1584,1,1,1,1,1,1983,27,5,5,5,4,2,1,2,1,0,1,-1,0,3,4,4,4,4,5
1585,1,1,2,1,1,1979,31,6,5,5,-1,4,3,1,1,0,1,-1,0,1,1,1,1,1,3
1586,-1,1,4,1,-1,1992,18,5,4,4,5,3,4,2,7,0,2,0,0,1,4,4,4,4,3
1587,1,1,1,2,1,1970,40,1,3,1,2,2,1,7,12,1,2,0,0,1,4,4,4,4,5
1588,1,1,4,1,1,1989,21,5,4,5,3,1,1,3,5,0,1,3,0,1,3,2,4,4,5
1589,1,1,1,2,2,1981,29,1,1,1,2,2,1,7,11,1,1,0,0,3,4,4,4,4,4
1590,0,0,3,1,4,1966,44,5,5,5,6,3,2,5,11,0,0,-1,0,1,4,3,1,2,2
1591,0,0,3,1,1,1983,27,4,4,5,2,2,1,3,7,0,3,9,0,1,4,2,4,4,3
1592,1,0,1,2,5,1974,36,1,4,1,1,5,1,7,9,0,0,0,0,1,4,4,4,4,4
1593,1,1,4,2,8,1992,18,5,5,4,1,4,4,2,1,0,2,1,0,1,2,3,4,4,3
1594,1,0,4,2,12,1982,28,1,2,3,2,4,1,5,9,1,0,0,0,1,3,3,3,3,5
1595,1,1,1,2,3,1984,26,4,4,4,2,2,1,5,11,1,4,-1,0,1,3,2,3,2,3
1596,0,0,4,1,5,1984,26,6,5,4,2,2,1,6,2,0,0,0,0,1,3,2,2,2,3
1597,1,1,1,1,1,1949,61,5,4,5,3,3,1,3,9,0,1,0,1,1,2,3,3,3,3
1598,1,1,1,2,2,1947,63,1,2,1,2,2,1,7,12,1,1,0,0,1,4,3,3,4,4
1599,0,0,4,2,6,1981,29,4,4,-1,-1,5,4,5,5,1,1,-1,0,3,4,4,4,4,5
1600,1,1,1,1,1,1982,28,5,5,5,1,2,1,5,12,1,2,-1,0,1,4,2,2,2,5
1601,1,1,1,2,2,1962,48,1,2,1,4,2,4,7,11,1,1,1,0,1,3,3,3,3,4
1602,1,1,1,1,1,1963,47,5,5,5,2,2,1,3,11,1,2,-1,0,1,3,2,4,3,2
1603,0,0,1,2,8,1973,37,5,5,4,1,2,1,6,10,0,2,-1,0,2,3,3,3,3,3
1604,1,1,1,2,3,1958,52,1,4,1,2,4,1,3,7,1,0,0,0,1,2,2,3,3,4
1605,1,1,1,2,2,1947,63,1,3,1,1,2,1,7,12,1,2,-1,1,1,4,4,4,4,4
1606,1,1,1,1,5,1959,51,5,5,5,1,2,1,3,7,0,1,-1,0,1,4,2,2,3,2
1607,1,1,1,2,2,1964,46,1,1,1,1,2,1,5,12,1,1,-1,0,1,4,4,4,4,3
1608,1,1,1,2,2,1946,64,1,3,1,2,2,1,7,12,1,1,-1,0,1,4,3,3,3,4
1609,1,1,1,1,1,1976,34,5,5,5,2,2,1,7,12,1,0,0,0,1,4,3,3,4,5
1610,-1,1,4,2,3,1962,48,6,5,3,1,2,1,3,1,0,0,-1,0,1,2,2,2,2,3
1611,1,1,1,1,1,1970,40,5,5,5,1,2,1,1,11,1,1,0,0,1,3,3,3,3,3
1612,1,1,1,1,1,1949,61,5,5,5,1,2,1,6,7,1,-1,-1,0,1,3,4,4,4,4
1613,1,1,1,2,2,1961,49,1,2,2,2,2,1,7,12,1,1,-1,0,1,4,2,3,2,3
1614,1,1,1,2,2,1964,46,1,3,1,1,4,3,7,10,0,2,1,-1,1,4,4,2,2,4
1615,0,0,4,-1,3,1990,20,4,3,3,1,2,1,3,1,0,5,-1,0,1,3,2,3,2,4
1616,0,0,4,1,1,1986,24,5,4,5,2,4,3,3,7,0,3,-1,0,1,4,4,4,4,4
1617,1,1,1,1,1,1975,35,5,4,5,2,2,1,5,12,1,1,-1,0,1,2,2,2,2,5
1618,1,1,4,2,3,1978,32,1,4,1,2,2,1,7,10,1,4,0,0,1,4,4,4,4,5
1619,1,1,1,2,2,1974,36,1,4,1,2,2,1,7,12,1,2,-1,0,3,4,4,4,4,3
1620,0,1,1,2,3,1948,62,1,2,2,2,2,1,7,10,1,1,-1,0,1,4,4,3,4,4
1621,1,1,1,1,7,1989,21,5,5,5,2,2,1,4,12,0,2,-1,0,2,3,2,3,3,4
1622,1,1,1,1,1,1967,43,5,3,5,2,4,1,2,8,1,1,-1,0,1,4,4,4,4,3
1623,1,1,1,1,-1,1969,41,5,5,5,2,2,1,3,11,1,0,0,0,1,3,3,4,4,4
1624,1,1,1,2,2,1965,45,1,2,1,-1,1,2,3,10,0,1,-1,0,1,3,4,3,4,4
1625,1,1,3,2,12,1989,21,1,2,2,2,2,1,3,1,0,1,-1,0,3,2,2,2,2,2
1626,1,0,4,2,2,1969,41,1,1,1,4,4,1,5,7,0,2,-1,0,3,4,2,4,3,2
1627,1,1,4,1,1,1990,20,5,5,5,1,2,1,3,11,0,5,1,0,3,4,4,4,4,5
1629,1,0,1,1,5,1958,52,5,4,5,1,2,1,7,10,1,0,0,0,-1,-1,-1,-1,-1,-1
1630,1,1,1,1,5,1945,65,6,5,5,2,2,1,2,5,0,1,-1,1,1,4,3,-1,4,3
1631,1,1,1,1,1,1967,43,6,5,5,2,2,1,7,11,1,0,0,0,1,4,3,3,3,3
1632,1,1,1,2,2,1980,30,1,2,1,2,2,1,5,12,1,-1,-1,0,1,3,3,3,3,3
1633,1,1,4,1,1,1953,57,6,5,5,1,2,1,2,9,1,1,-1,0,1,4,2,3,3,3
1634,1,1,1,1,8,1990,20,1,1,1,1,2,1,2,4,0,5,0,0,1,3,4,3,3,3
