,q1a,q1b,q1c,q2b,q3b,q4a,q4b,q4c,q4d,q5a,q5b,q5c,q6a,q6b,q6c,q7a,q7b,q7c,q7d,q7e,q7f,q8a,q8b,q8c,q8d,q8e,q8f,q9a,q9b,q9c,q9d,q9e,q9f,q10a,q10b,q10c,q10d,q10e,q10f,q11a,q11b,q11c,q11d,q11e,q12a,q12b,q12c,q12d,q13a,q14a,q14b,q14c,q14d,q14e,q14f,q15a,q15b,q15c,q15d,q16a,q16b,q17a,q17b,q17c,q18b,q18c,q18g,age18,q20a,q20b,q20c,q21a,q21b,q21c,q22a,q22b,q22c,q22d1,q22d2,q22f,q23c,q24a,q24b,q24c,q24d,q25
3454,1,5,4,3,2,1,6,1,3,5,2,6,1,2,5,3,8,2,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,6,4,5,8,5,5,4,1,2,5,8,1,5,1,1,2,1,1,1984,26,5,5,5,2,3,1,3,11,0,1,-1,-1,1,3,2,2,2,3
3455,2,2,3,2,1,1,4,1,6,5,5,6,4,4,5,1,1,2,1,1,1,2,3,4,5,3,4,2,3,5,5,2,4,2,4,5,5,3,3,2,2,2,2,2,8,7,4,3,3,4,5,8,4,2,5,6,3,1,25,2,4,1,1,1,1,1,1974,36,5,4,5,2,2,1,5,10,1,-1,-1,-1,1,3,3,4,3,5
3456,2,2,4,2,4,1,2,1,6,4,4,5,1,6,6,1,1,1,1,1,2,3,3,6,6,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,1,8,5,1,1,5,5,5,5,5,5,5,5,1,2,17,3,2,0,0,1,1,1,1976,34,5,4,4,2,2,1,7,1,0,1,-1,-1,1,4,4,4,4,4
3457,1,1,4,3,3,1,1,1,1,6,6,4,4,4,6,1,2,2,2,1,1,2,4,5,6,5,2,2,4,4,6,2,2,4,4,5,6,2,1,2,2,1,2,3,2,6,1,3,5,4,3,1,8,1,4,5,2,5,17,3,4,0,1,1,1,1,1963,47,6,4,5,1,2,1,3,1,0,0,0,0,1,4,4,3,3,3
3458,3,2,2,3,3,1,3,1,-1,5,1,2,5,6,6,2,2,1,2,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,7,4,2,1,5,5,5,5,5,5,3,3,3,5,3,2,1,1,1,1,1,1968,42,5,5,5,1,2,1,5,10,1,0,-1,0,1,4,4,4,4,3
3459,6,4,3,1,1,1,3,1,3,2,1,5,6,6,1,1,1,1,1,1,1,2,2,6,6,6,2,4,4,4,4,4,4,2,2,2,-1,-1,2,1,1,1,1,1,5,7,4,2,6,5,5,8,5,5,5,6,5,2,16,1,3,1,1,3,1,1,1989,21,5,4,5,4,2,1,3,7,0,1,-1,0,1,3,3,3,3,4
3460,1,3,6,2,-1,1,1,1,6,5,6,4,3,3,6,2,2,3,2,2,2,2,1,4,2,2,3,3,1,5,3,3,2,3,1,2,2,1,3,4,4,4,4,4,8,2,5,6,6,3,2,4,3,3,3,1,1,4,11,4,5,1,1,2,1,1,1985,25,2,2,2,3,2,1,4,8,1,1,0,0,1,2,4,4,4,4
3461,6,6,6,2,2,1,1,1,6,4,1,2,2,4,3,2,1,2,3,8,8,1,4,4,3,3,2,3,3,3,1,6,5,1,1,2,3,4,5,2,1,3,4,4,6,6,4,4,-1,1,1,3,1,1,1,6,5,4,16,2,1,1,1,3,2,2,1978,32,1,3,2,2,2,1,3,9,-1,1,1,-1,3,3,3,3,3,3
3462,1,6,6,3,3,1,1,1,4,3,3,3,2,4,4,2,1,2,1,1,1,2,4,6,6,4,5,2,4,6,6,4,5,2,4,6,6,4,5,-1,-1,-1,-1,3,8,8,4,1,3,1,1,2,1,2,1,2,1,1,-1,2,1,0,1,1,2,3,1988,22,4,4,4,-1,4,2,2,4,0,2,-1,0,1,3,3,3,3,4
3463,2,2,3,3,3,1,6,1,6,3,2,5,3,5,5,2,2,2,2,2,2,2,3,2,6,3,2,1,3,4,6,3,2,2,2,3,5,3,2,3,4,4,4,4,1,2,2,8,6,3,5,2,2,2,5,2,1,1,19,2,6,1,1,4,2,2,1989,21,1,1,1,2,2,3,3,7,0,1,0,0,1,2,2,3,3,3
3464,1,7,7,1,-1,1,1,1,1,3,3,6,2,5,6,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,6,2,2,8,8,8,2,6,1,2,10,5,1,0,1,1,1,12,1961,49,1,1,1,1,4,4,3,12,1,2,2,0,1,2,2,2,2,4
3465,-1,1,6,4,5,1,4,1,6,4,4,6,3,3,3,1,1,2,1,1,1,1,1,2,4,2,2,1,1,1,1,1,1,1,1,3,4,1,2,3,3,3,3,3,1,-1,3,7,6,4,5,5,5,2,5,4,4,5,14,2,2,0,0,1,2,2,1992,18,1,2,1,2,4,2,1,1,0,1,1,0,1,3,3,4,4,4
3466,2,2,3,3,3,1,1,1,6,3,5,5,3,3,2,1,2,1,1,-1,1,1,2,3,3,3,2,1,2,2,2,2,2,2,3,2,2,2,3,3,3,3,3,3,8,8,2,3,6,2,4,1,1,4,5,3,3,4,16,2,6,1,1,1,2,2,1991,19,6,6,1,3,2,1,2,1,0,1,-1,0,2,2,2,2,2,2
3467,6,2,6,-1,-1,0,6,1,3,2,2,4,5,5,5,1,1,2,2,2,8,2,3,6,6,1,2,2,3,6,6,1,2,2,3,6,6,1,2,3,4,3,3,3,8,8,4,4,1,8,8,8,8,1,1,-1,1,1,17,4,3,1,1,4,1,12,1985,25,3,3,2,6,2,1,4,10,0,2,-1,0,2,4,4,4,4,5
3468,6,5,4,1,1,1,3,1,6,6,3,6,1,6,6,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,3,3,3,4,3,8,8,4,4,6,5,5,5,5,5,5,6,1,1,10,4,6,1,1,1,2,2,1984,26,1,2,1,3,2,1,2,5,1,1,-1,0,1,4,4,4,4,5
3469,1,2,6,1,1,1,1,1,6,6,5,6,4,4,6,1,1,1,1,1,1,1,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,1,4,3,6,5,5,5,5,5,5,6,4,5,12,4,6,0,0,1,2,9,1986,24,1,1,1,1,2,1,4,7,0,1,1,0,3,4,4,4,4,3
3470,6,4,5,3,3,1,6,1,5,6,6,6,5,5,5,2,2,2,1,2,1,3,4,5,6,4,4,3,4,5,6,4,4,-1,-1,-1,-1,-1,-1,3,3,3,3,3,8,8,7,8,6,2,5,4,1,2,1,3,1,1,8,2,3,1,1,1,2,2,1977,33,1,2,1,2,2,1,2,2,0,2,2,1,3,3,4,4,4,3
3471,6,4,5,3,3,1,6,1,6,6,6,6,5,5,5,2,8,2,8,8,2,2,2,5,6,1,3,2,2,4,6,1,3,2,2,5,6,1,3,3,3,3,3,3,1,1,4,7,6,5,5,3,5,5,5,4,1,6,19,4,6,1,1,4,2,3,1979,31,3,4,3,3,2,1,1,2,0,0,0,0,3,4,4,4,4,5
3472,2,7,7,-1,2,1,2,1,3,3,1,3,-1,5,3,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,1,3,1,1,7,4,2,1,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,0,0,4,2,8,1961,49,5,5,5,2,5,1,5,7,0,1,2,0,1,2,2,3,3,3
3473,2,2,2,1,1,0,1,1,1,1,1,4,4,1,3,1,2,8,8,8,8,2,3,2,2,4,1,3,4,2,5,5,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,6,3,3,1,1,1,1,1,1,1,4,2,20,3,3,1,1,4,2,8,1969,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3474,1,1,1,3,-1,1,2,1,6,3,3,5,2,2,2,2,2,1,1,1,2,2,4,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,2,2,4,5,6,5,5,5,4,5,5,6,1,1,14,5,1,1,1,4,1,1,1972,38,5,5,5,1,2,1,7,10,1,-1,-1,-1,1,4,2,3,3,4
3475,3,6,5,3,3,1,5,1,6,5,6,3,2,6,6,2,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,1,1,1,8,6,4,1,1,8,8,8,8,8,8,8,6,3,19,2,1,1,1,1,2,6,1986,24,5,4,3,1,2,1,5,2,0,1,-1,-1,2,2,2,3,2,4
3476,1,1,1,3,2,1,1,1,3,5,3,6,2,3,2,1,1,2,2,1,1,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,3,2,8,4,3,1,8,8,8,8,8,8,8,3,3,-1,4,2,0,0,4,1,8,1978,32,2,2,3,-1,1,1,3,7,0,1,0,-1,3,-1,3,3,3,3
3477,2,2,2,2,2,1,1,1,5,1,1,1,5,4,5,1,1,2,1,1,2,2,2,3,1,1,2,4,5,5,3,3,2,2,2,3,1,1,2,3,4,3,3,3,8,8,3,4,4,1,3,1,1,2,1,8,3,5,24,4,6,1,1,1,2,5,1985,25,4,4,-1,1,2,1,6,8,-1,1,-1,-1,1,3,3,3,3,4
3478,1,2,4,2,1,1,1,1,3,5,3,1,3,6,6,1,1,1,1,1,2,2,4,3,2,2,2,2,2,2,3,2,2,1,1,1,2,1,2,1,1,1,1,1,3,3,4,3,3,3,5,4,5,5,5,4,1,3,16,3,2,1,1,3,2,2,1977,33,1,1,1,1,2,1,7,11,1,2,-1,0,1,3,2,3,3,3
3479,4,2,6,2,2,1,6,1,6,5,5,6,5,6,6,1,1,1,1,1,1,4,5,5,6,6,1,4,4,4,5,4,1,4,5,5,5,6,1,3,3,3,3,3,1,2,4,6,6,3,4,2,2,2,4,5,5,3,18,4,3,1,1,1,1,1,1983,27,5,5,5,6,2,1,3,1,0,2,0,0,3,3,2,3,4,3
3480,2,1,1,1,1,1,2,1,2,2,2,6,2,6,6,1,1,1,1,1,2,2,2,3,6,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,1,1,1,2,7,1,1,5,2,5,8,4,4,4,5,1,2,24,4,6,1,1,1,1,1,1956,54,5,4,5,1,2,1,7,10,1,-1,-1,0,1,3,2,2,2,3
3481,6,6,3,3,2,1,5,1,6,6,4,6,6,6,4,1,1,2,2,2,1,3,4,6,6,6,4,3,4,6,6,6,2,2,1,4,6,6,2,4,4,3,4,3,1,1,7,5,-1,5,5,5,5,5,5,6,1,1,16,3,1,1,1,1,1,1,1964,46,5,4,5,2,2,1,7,12,1,1,-1,0,3,4,4,4,4,4
3482,1,3,4,3,-1,1,6,1,6,6,6,6,3,6,4,2,2,8,8,8,2,1,2,4,5,1,3,1,1,1,2,2,2,-1,1,1,3,4,1,1,1,1,1,1,1,7,1,1,4,1,4,1,2,1,4,2,6,6,14,2,1,1,1,4,2,3,-1,-1,6,-1,-1,-1,4,4,1,8,0,2,-1,-1,1,3,3,2,2,3
3483,2,4,3,2,1,1,4,1,6,6,4,5,1,3,4,1,2,1,2,2,2,1,2,3,1,1,2,1,2,3,1,1,2,1,2,1,1,1,2,4,3,2,3,3,2,2,6,3,5,5,5,8,5,2,5,5,4,4,18,3,6,1,1,1,2,2,1981,29,1,2,1,2,2,1,5,11,-1,1,-1,-1,1,3,3,3,3,4
3484,1,1,2,2,-1,1,3,1,5,5,4,4,5,5,6,2,2,1,1,2,1,2,5,2,6,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,3,3,6,4,2,5,2,4,1,1,2,3,3,1,2,14,3,1,1,1,4,2,3,1991,19,4,4,3,1,3,1,3,1,-1,1,-1,0,2,4,4,4,4,3
3485,1,3,3,2,2,1,3,1,6,5,4,6,1,6,6,2,2,2,2,2,2,1,1,6,6,1,2,1,6,6,6,1,1,1,6,6,1,1,1,4,4,1,1,4,1,7,7,1,6,5,5,8,5,5,5,6,1,3,20,5,6,0,0,1,2,2,1976,34,1,2,1,2,4,3,2,-1,0,1,2,0,1,4,4,4,4,5
3486,3,2,2,3,3,1,4,1,6,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,2,3,3,2,2,3,3,4,3,2,3,2,2,3,2,2,3,3,3,3,3,1,1,5,3,5,1,3,3,1,2,4,6,1,3,99,2,3,1,1,1,2,2,1983,27,1,1,1,2,2,1,2,7,1,0,0,0,1,4,4,4,4,5
3487,2,3,3,2,1,1,5,1,5,6,2,6,3,6,4,1,1,1,1,1,3,2,3,6,6,6,2,2,2,2,2,-1,-1,2,2,2,2,2,2,-1,-1,-1,-1,-1,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4,5,5,4,5,1,0,3,2,5,1974,36,1,2,1,2,2,1,6,11,0,-1,-1,0,2,2,-1,3,3,4
3489,1,4,3,2,2,1,4,1,6,5,2,5,3,4,6,1,2,1,1,1,1,2,2,6,6,6,6,1,3,4,6,6,3,2,3,4,5,5,4,1,1,1,1,1,3,5,6,1,6,3,5,8,5,2,5,6,5,4,12,2,1,1,1,-1,2,7,1991,19,1,1,1,-1,3,1,2,-1,0,2,-1,0,2,3,4,4,4,3
3490,2,6,5,3,1,1,6,1,6,4,4,3,4,4,6,1,1,1,1,2,3,3,4,5,4,5,2,2,3,3,1,1,1,-1,-1,-1,-1,-1,-1,1,3,3,3,3,-1,7,1,3,5,5,5,8,4,5,5,5,3,5,9,4,4,1,1,3,2,5,1982,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3491,1,7,7,4,-1,1,2,1,3,3,3,3,2,2,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,1,3,2,2,1,1,1,1,3,1,1,20,1,2,1,1,4,1,3,1990,20,5,3,4,2,2,5,2,6,0,2,1,0,2,3,3,3,3,3
3492,6,6,5,2,-1,1,4,1,6,6,6,4,4,5,6,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,3,2,1,1,4,3,6,5,5,5,2,5,5,4,3,4,10,4,6,1,1,4,2,2,1989,21,1,4,1,1,4,1,3,12,0,1,-1,0,1,2,2,3,3,4
3493,3,3,3,-1,-1,1,3,1,5,3,1,3,1,3,3,-1,-1,-1,-1,-1,-1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,3,1,1,4,4,1,4,4,2,7,4,3,2,5,2,1,1,1,1,4,1,1,25,5,3,0,1,4,2,3,1975,35,4,4,-1,1,2,1,3,9,1,1,1,1,1,4,4,4,4,5
3494,2,3,3,-1,-1,1,3,1,5,5,4,5,5,6,6,2,2,2,2,2,2,2,3,3,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,-1,5,4,1,5,8,8,8,8,8,8,8,-1,2,17,2,1,1,1,4,1,3,1979,31,2,2,2,1,4,1,3,10,1,1,2,-1,3,3,4,4,4,5
3495,1,7,-1,-1,-1,1,1,1,1,3,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,2,4,3,3,-1,1,1,1,1,1,1,1,1,1,1,1,1,7,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1,9,1,5,1,1,-1,2,8,1991,19,5,5,5,3,4,3,3,9,0,2,0,0,1,3,3,3,3,3
3496,2,1,2,2,-1,1,3,1,5,3,3,3,2,3,4,2,2,3,1,1,1,2,2,3,3,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,8,8,4,4,5,5,5,2,2,2,4,6,4,3,24,3,2,1,0,1,2,6,1984,26,-1,4,4,2,4,1,7,3,0,0,0,0,1,3,2,3,3,3
3497,4,1,1,4,4,1,2,1,6,2,5,4,6,6,6,1,2,2,1,1,2,6,4,6,6,4,4,6,6,6,6,5,4,4,4,4,5,5,3,4,3,2,3,2,2,2,3,4,5,5,5,5,5,4,5,6,1,3,16,4,5,1,1,1,1,1,1964,46,5,4,5,3,1,1,5,12,1,2,-1,0,1,4,3,3,4,4
3498,6,6,6,1,-1,1,1,1,6,3,3,3,1,1,1,1,1,1,1,1,1,2,2,5,6,6,2,2,3,5,6,2,2,2,2,5,6,6,2,1,1,1,1,1,1,1,1,8,6,4,4,4,4,4,4,6,2,5,17,4,5,0,1,3,1,4,1969,41,5,5,5,3,3,3,5,7,0,3,-1,0,2,3,2,3,3,4
3499,6,4,3,4,3,1,5,1,6,4,2,4,5,5,5,2,2,2,2,2,2,6,6,6,6,4,4,2,2,1,2,1,2,2,2,1,2,1,2,4,4,4,4,4,-1,-1,3,8,2,4,3,4,2,3,2,6,1,1,25,3,1,1,1,3,1,1,1970,40,5,3,4,4,3,1,6,11,1,-1,-1,0,1,4,4,4,4,5
3500,3,4,3,4,4,1,6,1,6,6,6,6,6,6,6,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,1,7,8,6,5,5,5,5,5,5,6,6,6,16,4,6,1,1,1,1,1,1965,45,5,4,5,1,2,1,5,10,1,3,-1,1,1,4,4,4,4,5
3501,4,6,1,1,1,1,1,1,4,6,1,6,3,6,4,1,1,2,1,1,1,2,2,6,6,1,6,-1,2,6,6,1,6,2,3,2,6,1,6,4,4,4,4,4,8,8,5,5,4,4,5,3,5,5,5,6,1,1,18,4,5,1,1,1,1,6,1975,35,5,3,5,1,2,1,6,12,1,-1,-1,0,2,1,4,4,4,5
3502,1,3,1,-1,-1,1,1,1,4,6,2,6,1,4,1,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,3,3,3,3,3,2,2,5,6,5,5,5,2,2,4,4,6,3,1,27,5,6,1,1,-1,1,7,1972,38,5,4,4,6,2,1,5,10,1,3,3,1,1,2,3,3,3,5
3503,2,1,1,3,3,1,5,1,5,3,2,4,4,4,4,2,3,2,2,2,1,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,1,2,1,3,3,3,3,3,1,8,5,4,5,1,3,1,1,2,3,1,3,3,22,4,4,1,-1,1,1,1,1982,28,5,3,4,-1,2,1,5,9,1,1,-1,1,1,4,4,4,4,5
3504,2,2,1,3,-1,1,1,1,3,4,2,3,2,2,3,2,2,2,2,1,1,1,4,6,6,4,4,2,3,4,5,4,4,2,3,3,5,3,3,4,4,3,3,3,1,1,3,8,2,4,3,2,2,1,2,5,2,2,19,4,4,1,1,4,1,7,1980,30,5,4,5,5,2,1,6,9,1,1,-1,-1,1,3,3,3,3,3
3505,2,1,4,4,4,1,1,1,3,6,4,6,3,6,5,2,2,2,8,8,2,1,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,2,2,3,6,6,1,1,1,1,1,3,1,1,3,11,4,6,1,1,4,1,3,1979,31,5,4,2,1,2,1,7,12,1,-1,-1,-1,1,4,4,4,4,4
3506,6,6,6,5,5,1,6,1,6,6,1,6,6,6,6,2,2,2,2,2,2,6,6,6,6,6,6,1,6,6,6,6,6,1,6,6,6,6,6,4,4,4,4,4,1,1,7,8,6,5,5,5,5,5,5,6,1,1,14,1,6,1,1,1,1,7,-1,-1,5,5,5,-1,2,1,5,-1,-1,-1,-1,-1,1,4,4,4,4,5
3507,6,6,6,4,2,1,6,1,6,6,4,6,6,6,5,2,2,1,2,2,2,5,3,6,6,5,3,2,3,6,6,3,2,3,2,4,6,2,2,4,4,2,4,4,8,7,7,6,4,4,4,1,1,1,2,6,4,3,31,5,6,1,1,1,1,1,1961,49,5,3,4,1,2,1,3,10,1,2,-1,0,1,4,4,4,4,5
3508,2,7,7,2,3,1,3,0,1,6,6,6,1,4,4,1,2,2,1,1,1,2,2,5,5,1,2,2,2,5,5,1,2,2,2,5,5,1,2,4,4,4,4,4,8,8,7,8,6,2,4,2,1,2,2,8,4,5,10,4,6,1,1,1,1,1,1976,34,5,5,5,1,2,1,3,9,1,1,-1,0,1,4,3,4,4,5
3509,3,6,6,3,3,1,5,1,4,3,2,3,4,3,3,2,2,2,2,2,2,2,3,2,2,4,2,2,3,2,2,2,2,2,3,2,2,2,2,4,4,4,4,4,8,8,5,8,4,3,2,3,3,3,3,4,5,3,20,3,3,0,1,1,1,12,1977,33,4,4,4,5,2,1,5,9,1,1,-1,0,1,2,2,2,2,4
3510,2,3,5,3,4,1,3,1,3,6,4,6,2,3,2,1,1,1,1,1,1,1,2,2,5,3,1,2,2,4,5,4,1,1,2,4,5,2,1,3,4,2,4,4,8,8,6,5,6,2,4,1,1,1,4,2,2,2,8,4,6,1,0,4,1,1,1978,32,5,5,5,3,2,1,5,10,0,-1,-1,0,1,4,4,4,4,5
3511,2,2,1,1,3,1,5,1,6,6,6,5,3,6,5,1,1,1,1,1,2,1,2,4,4,1,1,2,2,1,1,2,1,1,2,2,2,1,1,4,4,4,4,4,2,2,2,8,5,4,5,5,2,2,5,3,4,5,12,3,6,1,1,3,1,1,1975,35,5,5,5,2,2,1,7,9,1,-1,-1,1,1,4,4,4,4,5
3512,6,6,2,3,2,1,6,1,6,4,3,3,5,6,5,1,1,2,1,2,2,2,4,6,6,3,3,2,4,6,6,3,2,2,4,6,6,2,3,-1,-1,-1,-1,-1,8,2,5,4,2,2,5,3,3,2,2,3,4,3,14,4,6,1,1,2,1,7,1954,56,6,5,5,3,2,1,6,10,1,0,0,0,2,3,3,3,4,3
3513,3,4,3,-1,2,1,5,1,6,6,6,4,5,6,6,2,2,2,1,2,1,2,5,6,6,1,3,2,5,6,6,1,3,1,1,1,1,1,1,4,4,4,1,4,2,8,1,6,3,5,5,5,5,4,5,3,4,3,11,3,3,1,1,1,1,7,1964,46,5,4,4,1,2,1,5,12,0,0,0,-1,1,4,4,3,3,5
3514,2,6,6,2,4,1,1,1,1,3,3,5,2,3,4,1,2,2,1,2,2,2,3,3,3,4,1,5,6,6,6,5,3,2,2,2,2,1,1,2,1,1,1,1,1,7,4,3,5,1,1,1,1,1,1,6,3,2,22,4,5,1,1,1,1,8,1986,24,2,2,2,1,2,1,6,7,0,0,0,0,1,4,4,4,4,5
3515,4,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,5,2,1,3,10,-1,-1,-1,0,3,4,4,4,4,-1
3516,4,4,1,-1,-1,1,1,1,1,6,4,5,4,5,5,-1,-1,-1,-1,-1,-1,2,6,5,6,1,1,2,4,4,4,1,4,1,2,2,5,1,1,4,4,4,4,4,2,8,1,6,3,2,2,2,1,1,2,3,4,5,27,4,4,1,1,1,1,7,1972,38,5,3,3,2,2,1,7,12,1,-1,9,0,1,4,4,3,3,5
3517,1,3,5,2,3,1,5,1,6,4,5,6,5,5,6,1,1,2,1,1,2,3,2,5,6,1,2,2,2,2,6,1,1,2,2,2,2,2,2,4,4,4,3,3,1,1,1,3,6,4,4,-1,2,2,4,6,2,1,21,2,3,1,1,1,1,1,1977,33,5,4,5,3,2,1,7,9,0,1,9,1,1,4,4,4,4,5
3518,2,1,2,3,3,1,1,1,1,6,4,4,1,2,2,1,1,1,1,1,1,1,2,3,6,1,2,1,2,3,6,3,3,1,2,4,6,1,1,4,3,3,4,3,2,2,2,6,2,2,2,1,2,1,2,2,2,-1,17,5,5,1,1,4,1,1,1967,43,5,5,4,2,4,1,5,8,1,0,0,0,1,3,3,2,3,3
3519,3,4,3,-1,-1,1,4,1,2,5,2,5,2,2,3,2,2,2,2,8,2,2,3,4,6,3,2,2,3,5,6,3,3,2,3,5,6,3,2,3,3,3,3,3,2,2,6,3,5,8,3,8,8,8,4,5,1,2,13,4,6,1,1,1,1,1,1950,60,5,4,5,2,2,1,6,12,1,0,0,0,1,4,3,3,3,4
3520,1,6,1,3,-1,-1,1,1,1,6,4,3,1,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,3,-1,2,1,-1,3,3,1,1,4,4,3,3,4,8,8,4,-1,3,1,2,1,1,1,1,1,-1,1,27,4,4,1,1,4,1,7,1964,46,5,3,4,2,3,1,5,10,1,1,2,0,1,4,4,4,4,5
3521,6,2,1,2,2,1,3,1,5,6,2,6,4,4,4,1,1,2,1,1,2,2,5,6,6,6,3,2,4,5,6,5,2,2,3,4,5,4,2,3,-1,2,2,2,2,-1,4,5,5,4,4,2,2,4,4,4,3,4,16,3,6,1,1,1,1,1,1964,46,5,4,5,4,2,1,7,11,1,0,0,-1,3,3,4,3,4,5
3522,2,3,2,1,2,1,4,1,5,6,2,6,1,3,6,1,1,2,2,2,1,1,5,3,6,2,2,1,6,3,6,2,1,1,4,3,6,2,1,3,3,3,3,4,7,7,4,1,4,2,5,1,4,3,4,6,1,4,19,4,4,1,1,4,1,6,1973,37,5,4,5,1,3,1,1,7,1,1,2,-1,1,2,2,3,3,-1
3523,3,6,6,2,2,1,1,1,4,5,2,3,1,5,4,2,2,2,2,2,2,2,1,2,3,6,2,2,1,3,4,2,2,1,6,2,6,2,2,2,3,2,3,3,2,2,3,3,4,3,5,8,2,2,8,5,4,3,18,3,4,1,1,1,1,7,1966,44,5,5,5,3,2,1,7,12,1,0,0,1,1,3,3,3,3,3
3524,2,6,3,3,2,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,4,6,4,4,6,6,6,6,6,6,4,5,6,6,6,5,4,4,4,4,4,8,8,6,8,1,1,2,1,1,1,1,6,3,3,28,4,-1,1,1,4,1,7,1965,45,5,3,4,2,2,1,5,11,1,0,0,0,1,4,4,4,4,5
3525,1,6,3,3,3,1,1,1,1,6,4,6,3,3,-1,1,1,1,1,1,1,2,4,3,3,2,4,2,4,2,2,2,2,2,4,4,3,3,3,4,4,4,4,4,8,1,4,7,2,1,2,1,2,2,2,2,3,3,16,2,1,1,1,4,1,1,1960,50,5,5,5,4,2,1,5,8,1,1,0,0,1,4,4,4,4,4
3526,6,6,-1,3,3,-1,1,1,1,4,4,4,6,6,6,3,3,3,3,3,3,2,4,6,6,2,5,2,4,6,6,2,5,2,4,5,6,2,5,-1,4,4,4,4,6,-1,7,4,6,2,2,1,1,1,2,2,1,1,18,2,6,1,1,4,1,7,1977,33,4,4,4,3,4,3,3,1,1,1,1,-1,-1,-1,4,4,4,4
3527,1,7,7,-1,1,1,1,1,4,5,1,1,3,3,6,1,1,1,1,1,1,1,1,2,6,1,1,1,1,4,6,1,1,1,1,4,6,1,1,4,4,4,4,4,2,2,4,8,6,2,2,1,1,1,4,2,1,1,21,4,6,1,1,1,1,1,1974,36,5,4,5,6,2,1,4,11,1,1,-1,0,1,4,4,4,4,5
3528,6,2,1,1,-1,-1,6,1,6,6,6,6,6,6,6,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,6,8,8,8,1,1,8,6,1,1,35,3,1,1,1,-1,1,1,1967,43,4,4,5,2,2,1,3,8,0,1,-1,0,1,4,4,4,4,3
