,q1a,q1b,q1c,q2b,q3b,q4a,q4b,q4c,q4d,q5a,q5b,q5c,q6a,q6b,q6c,q7a,q7b,q7c,q7d,q7e,q7f,q8a,q8b,q8c,q8d,q8e,q8f,q9a,q9b,q9c,q9d,q9e,q9f,q10a,q10b,q10c,q10d,q10e,q10f,q11a,q11b,q11c,q11d,q11e,q12a,q12b,q12c,q12d,q13a,q14a,q14b,q14c,q14d,q14e,q14f,q15a,q15b,q15c,q15d,q16a,q16b,q17a,q17b,q17c,q18b,q18c,q18g,age18,q20a,q20b,q20c,q21a,q21b,q21c,q22a,q22b,q22c,q22d1,q22d2,q22f,q23c,q24a,q24b,q24c,q24d,q25
620,6,3,-1,3,-1,1,-1,1,6,6,6,6,4,6,6,2,1,2,2,1,2,4,5,6,6,-1,2,4,6,6,6,-1,2,4,4,6,6,-1,2,4,-1,2,-1,-1,1,1,-1,-1,4,8,8,8,8,8,8,-1,-1,1,9,-1,-1,0,0,1,2,8,1977,33,5,4,-1,1,2,1,7,9,0,1,9,0,2,4,4,3,4,3
621,1,3,2,2,2,1,4,1,4,6,4,6,3,5,6,1,2,2,1,2,1,2,2,5,6,2,2,2,2,2,4,1,1,2,2,5,6,1,2,1,1,1,1,1,1,6,3,1,6,4,5,1,5,2,5,3,1,4,15,3,6,0,0,4,2,2,1990,20,2,4,1,2,2,1,3,1,0,2,2,0,2,4,4,3,3,3
622,1,6,6,-1,-1,1,6,1,6,2,1,3,3,3,3,8,8,8,8,8,8,1,1,6,6,4,4,4,3,5,4,4,4,3,2,5,5,4,4,-1,-1,-1,-1,-1,1,7,-1,4,4,5,5,5,5,5,5,4,5,5,18,2,4,1,1,1,2,2,1990,20,6,2,1,5,2,1,3,12,0,4,-1,0,-1,1,1,1,1,4
623,6,2,6,1,1,1,6,1,6,6,6,6,2,6,2,1,1,1,1,1,1,2,3,6,6,2,6,2,3,6,6,2,6,2,2,2,2,2,2,4,4,4,4,4,8,8,7,7,1,5,5,5,5,5,5,1,2,5,4,3,6,1,1,1,1,8,1966,44,5,5,5,2,2,2,3,2,1,2,0,1,2,3,4,2,2,4
624,6,3,4,1,1,1,1,1,3,5,5,4,2,5,5,1,1,1,1,1,1,2,3,6,6,2,3,3,3,4,2,2,3,3,3,4,4,2,3,4,3,4,4,3,2,8,3,7,5,2,5,5,2,1,5,3,1,4,18,3,4,0,0,4,1,1,1986,24,5,5,4,1,2,1,5,1,0,2,-1,0,1,4,3,3,3,3
625,6,1,6,4,1,1,4,1,6,4,4,5,4,4,4,2,2,2,2,2,2,3,5,6,6,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,3,7,8,4,3,5,5,5,5,5,5,4,6,5,5,12,4,2,1,1,4,1,1,1965,45,5,5,5,2,2,1,5,10,1,1,-1,0,1,4,3,3,3,4
626,6,2,2,3,5,1,6,1,6,5,5,5,3,3,3,3,2,2,2,2,2,2,2,3,5,4,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,8,1,1,6,5,5,5,5,4,5,3,1,3,26,1,3,1,1,2,2,3,1961,49,1,3,3,1,4,1,7,9,1,1,0,0,1,4,4,4,4,4
627,2,2,2,3,3,1,1,1,4,3,3,5,4,4,4,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,4,1,3,5,5,8,5,5,5,6,2,2,16,2,1,1,1,4,2,8,1990,20,5,5,5,1,2,1,3,3,0,3,-1,0,1,4,4,4,4,4
628,6,1,1,3,3,1,1,1,1,6,6,6,3,6,3,1,1,1,1,1,1,3,3,6,6,3,2,3,2,1,2,4,3,1,2,1,2,3,1,2,4,3,4,4,8,8,4,2,1,8,8,8,8,8,8,-1,1,1,16,4,1,0,0,4,2,12,1969,41,5,4,4,1,3,1,3,6,1,2,2,0,2,4,4,4,4,3
629,6,1,2,2,-1,1,2,1,6,3,3,4,3,1,6,1,1,2,1,1,3,1,2,4,6,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,8,2,2,6,2,5,1,5,1,5,6,4,3,29,2,2,1,1,1,2,2,1963,47,1,2,1,1,4,1,3,7,1,0,0,0,3,2,3,3,3,4
630,1,3,2,2,2,1,3,1,5,3,1,3,6,6,6,1,2,2,1,1,1,2,2,2,6,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,8,5,2,4,6,5,5,5,5,5,5,6,1,2,14,3,4,0,0,3,1,3,1983,27,1,2,1,-1,4,3,3,11,0,2,2,0,3,3,3,3,3,3
631,6,6,3,3,2,1,2,1,6,5,6,5,4,5,5,1,1,2,2,1,2,3,1,5,5,1,4,1,2,4,4,1,4,1,1,4,4,1,4,4,4,3,4,4,1,7,4,4,4,5,5,5,5,5,5,6,1,4,12,2,5,1,1,1,2,2,1974,36,1,3,1,1,2,1,3,12,1,2,1,0,1,4,4,4,4,3
632,4,6,6,3,2,1,4,1,6,6,6,6,5,5,6,1,2,2,1,1,2,1,6,3,6,4,2,1,1,1,1,6,1,1,1,1,5,1,1,2,2,2,2,2,2,7,1,3,6,2,5,1,5,3,5,2,5,5,8,2,6,0,0,1,2,2,1988,22,2,2,1,2,4,1,3,8,0,2,-1,0,3,3,3,3,3,3
633,4,1,1,3,3,1,6,1,6,6,6,6,3,6,4,2,2,2,2,2,2,2,1,6,6,1,3,2,1,6,6,1,3,1,1,6,6,1,2,2,2,2,2,2,1,7,4,1,4,2,3,8,1,1,1,3,1,3,12,1,4,1,1,4,2,3,1977,33,5,3,1,1,2,1,6,9,0,2,1,0,1,2,2,2,2,1
634,3,1,1,3,2,1,3,1,5,5,3,4,3,4,5,1,2,2,1,2,1,2,3,3,3,2,4,2,3,3,3,2,2,1,1,3,3,2,2,1,1,1,1,1,2,7,4,3,3,8,8,8,8,8,8,4,-1,3,13,3,4,0,1,4,2,5,1985,25,5,5,3,1,2,1,5,8,1,-1,-1,0,1,3,2,2,3,3
635,2,4,4,-1,-1,1,6,1,6,4,4,6,2,6,3,2,1,2,1,8,2,2,6,6,6,6,6,2,2,2,2,2,2,1,1,1,1,1,1,4,1,1,1,1,8,8,7,1,3,5,5,8,8,8,5,6,1,1,8,1,1,0,0,3,2,2,1991,19,6,4,2,1,3,4,2,7,0,1,1,0,1,4,4,4,4,4
636,5,2,2,2,-1,1,3,1,3,3,2,4,3,4,3,1,1,2,2,2,2,3,3,4,5,1,2,2,3,2,4,4,1,2,2,3,4,1,2,1,2,1,3,2,-1,-1,5,1,3,8,8,8,8,8,8,6,1,1,-1,-1,2,1,0,1,1,8,1983,27,1,1,1,2,4,1,3,7,0,2,-1,1,1,4,2,3,3,4
637,1,1,1,1,1,0,1,1,6,6,6,6,6,6,6,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,4,1,1,4,4,6,3,4,2,3,2,5,6,1,4,18,4,6,0,0,1,1,1,1990,20,5,5,5,1,2,1,2,6,0,3,-1,0,1,4,4,4,4,3
638,1,7,7,-1,-1,1,6,1,6,3,2,3,3,5,3,2,2,2,2,2,2,1,1,4,6,2,2,1,1,4,6,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,7,7,4,1,5,5,5,-1,-1,5,5,6,1,1,14,2,5,0,1,4,2,3,1992,18,1,1,2,-1,4,3,2,1,0,-1,-1,0,1,3,3,3,3,5
639,2,4,2,3,1,1,3,1,6,1,1,6,1,1,6,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,3,2,2,2,2,2,3,3,3,3,3,8,8,4,6,3,4,4,1,1,1,4,5,3,1,21,5,1,1,1,3,2,4,1989,21,5,5,3,6,4,5,2,1,0,0,0,0,3,4,4,4,4,5
640,1,2,2,3,3,1,1,1,6,4,4,4,4,5,5,2,1,1,2,2,2,2,2,4,6,1,2,1,2,4,5,1,1,1,1,1,1,1,1,2,3,1,3,3,1,8,2,3,6,1,2,1,2,2,2,2,2,3,-1,4,3,1,1,4,2,12,1987,23,4,4,3,2,2,1,4,9,0,1,2,0,1,2,4,3,3,4
641,1,1,2,1,2,1,4,1,6,5,2,5,3,5,4,1,2,2,1,1,2,4,3,6,6,6,2,2,3,5,3,1,2,2,2,2,2,1,1,2,2,1,3,2,7,5,3,1,5,5,5,5,2,5,5,4,6,3,17,1,6,0,0,4,1,5,1979,31,4,4,4,2,5,5,5,11,1,5,1,0,1,3,3,4,3,4
642,2,2,6,4,2,1,3,-1,6,2,3,3,1,1,1,1,1,1,1,1,1,4,4,5,6,6,4,2,3,6,6,6,3,2,2,6,6,6,3,4,4,4,4,4,1,8,1,3,6,5,5,5,5,5,5,6,1,1,12,2,6,0,1,4,1,12,1971,39,5,4,5,1,2,1,4,9,0,-1,-1,0,2,4,4,4,4,3
643,1,2,2,1,1,1,1,1,2,5,3,4,2,4,4,1,1,1,1,1,1,2,3,1,1,1,1,4,3,6,6,3,2,1,2,1,3,1,1,1,3,2,3,2,7,8,4,2,6,3,5,8,5,5,4,2,5,3,24,2,6,1,0,3,2,5,1982,28,1,4,2,1,2,1,7,2,0,1,-1,0,1,3,3,3,3,3
644,5,1,1,2,1,1,1,1,1,4,2,1,6,4,4,1,1,1,1,1,3,4,5,6,6,6,4,4,5,5,6,5,4,4,5,4,5,4,4,3,3,4,4,3,1,1,3,6,5,5,5,5,5,5,5,5,5,3,20,2,6,1,1,1,2,1,1979,31,2,3,3,1,2,1,7,10,1,0,0,0,1,3,3,3,2,3
645,1,4,3,4,3,1,5,1,6,2,3,4,6,5,5,2,2,2,2,2,2,2,2,5,5,2,2,2,2,1,1,1,1,2,2,1,1,1,1,3,3,2,2,2,1,1,4,3,6,4,5,8,5,1,5,5,1,1,19,2,5,1,1,1,1,1,1983,27,5,5,5,2,2,1,5,10,1,3,0,0,1,1,4,4,4,5
646,2,1,1,3,2,-1,6,1,6,5,5,5,5,5,5,1,1,2,8,8,2,2,4,6,6,1,2,2,3,4,4,1,2,2,2,4,4,1,2,2,3,2,3,2,7,7,1,3,-1,4,5,3,5,8,5,5,3,4,16,2,5,1,1,1,2,2,1989,21,1,1,1,2,2,1,3,12,0,3,1,0,1,3,3,3,3,5
647,3,1,1,3,-1,1,6,1,6,4,-1,6,6,5,4,-1,-1,2,-1,-1,-1,1,1,1,3,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,7,1,1,6,3,5,8,8,8,5,5,1,1,12,4,5,1,-1,4,2,2,1991,19,1,3,1,-1,4,3,3,-1,0,4,-1,0,3,4,4,4,4,4
648,3,2,4,1,1,1,1,1,1,6,6,6,3,3,6,2,1,2,2,1,2,2,1,6,6,1,1,2,2,6,6,1,1,2,1,6,6,1,1,1,1,1,1,1,7,7,6,7,6,5,5,5,1,1,5,6,3,1,17,3,6,0,0,1,1,1,1969,41,4,4,4,1,2,1,5,10,-1,2,-1,0,1,3,2,2,2,2
649,2,3,2,3,-1,1,3,1,3,2,2,-1,4,3,3,2,2,8,8,2,2,2,2,3,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,5,5,4,3,3,2,5,-1,-1,-1,-1,6,1,1,-1,4,1,1,1,1,2,-1,1994,16,6,6,4,-1,3,4,1,-1,-1,1,-1,0,1,4,2,4,3,3
650,1,3,2,2,2,1,3,1,6,4,3,6,4,6,6,1,1,1,1,1,1,2,6,5,6,4,2,1,4,4,5,1,1,2,2,4,1,1,1,1,1,1,1,1,1,7,2,2,6,5,5,8,5,5,5,6,1,5,16,3,6,0,0,3,2,2,1986,24,1,1,1,1,2,5,6,10,1,3,0,0,2,4,4,3,3,5
651,1,1,1,2,1,1,2,1,6,6,4,5,5,5,5,1,1,2,1,2,2,2,3,4,6,2,3,2,3,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,6,5,5,8,5,5,5,2,3,4,24,1,5,1,1,1,2,2,1969,41,1,-1,1,1,2,1,7,9,0,1,0,0,2,4,4,4,4,3
652,1,5,4,2,1,1,6,1,6,6,6,6,6,6,6,2,1,1,1,8,2,5,6,6,6,5,5,2,2,2,2,1,2,2,3,4,4,1,3,3,3,2,3,3,1,1,1,5,6,2,5,1,4,1,4,8,1,5,12,1,5,1,1,4,1,1,1990,20,5,5,5,1,2,1,2,12,1,3,0,0,3,2,2,3,3,3
653,2,2,2,3,2,1,3,1,4,2,2,4,3,4,3,2,2,2,2,2,2,1,2,3,3,3,4,2,4,2,3,3,4,1,2,2,2,2,2,4,4,4,3,3,1,1,1,5,4,1,2,1,1,1,2,2,1,1,14,2,4,1,1,4,2,3,1993,17,4,4,3,2,4,3,1,12,0,4,0,0,1,2,2,3,3,4
654,5,2,2,1,1,1,3,1,6,6,4,6,2,2,3,1,1,2,1,8,1,1,4,6,6,2,3,1,2,1,6,1,1,1,2,1,6,1,1,2,3,2,3,2,1,1,4,3,5,2,5,8,2,1,5,1,3,4,14,2,5,1,1,4,1,1,1980,30,5,5,5,2,2,1,3,8,0,3,0,0,1,3,3,3,3,3
655,5,1,5,2,2,1,1,1,5,6,4,6,1,6,6,1,1,1,1,1,1,2,6,6,6,3,2,2,2,3,4,1,2,2,2,2,3,1,2,1,1,1,1,1,1,6,1,4,2,1,5,8,5,5,5,8,5,6,21,2,5,1,1,1,2,5,1979,31,4,4,3,1,3,1,6,5,0,1,0,-1,1,4,4,4,4,4
656,4,6,4,3,-1,1,6,1,6,6,3,6,6,6,6,1,2,2,1,1,1,2,3,5,6,6,2,2,2,2,4,4,2,2,2,2,2,2,1,1,1,1,1,1,1,7,1,1,6,2,5,1,1,1,5,4,1,1,14,4,6,0,0,1,-1,1,1990,20,5,5,5,1,2,1,3,1,0,3,1,0,1,3,4,3,4,3
657,2,4,6,2,2,1,6,1,6,5,3,4,3,6,6,2,1,1,1,1,1,2,2,4,4,1,4,1,2,2,2,1,1,1,1,2,1,1,1,3,4,2,4,4,8,7,1,4,4,4,4,4,4,4,5,5,4,4,12,2,5,1,1,4,1,7,1983,27,5,4,3,2,4,3,2,8,0,1,-1,1,1,4,3,3,3,4
658,6,2,1,1,1,1,6,1,6,6,1,3,6,6,6,1,1,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,4,6,5,5,5,5,5,5,4,5,4,7,5,6,0,1,1,2,9,1966,44,1,2,1,2,2,1,3,7,0,1,0,0,1,4,4,4,4,3
659,1,7,7,3,3,1,6,1,6,4,4,4,1,6,3,2,2,2,2,2,-1,1,1,1,1,1,1,2,3,6,6,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,8,8,8,8,8,8,-1,-1,1,9,4,2,1,1,3,2,8,1992,18,-1,-1,-1,1,4,3,2,9,-1,3,3,0,2,4,4,4,4,3
660,2,1,1,1,2,1,2,1,6,6,1,6,1,2,3,1,1,1,1,1,1,2,3,6,6,4,2,3,3,5,5,5,5,3,3,4,3,3,1,1,1,1,1,1,7,8,7,4,6,5,5,5,5,5,5,5,4,4,19,1,6,0,1,4,2,5,1975,35,3,4,2,1,5,1,6,9,1,1,1,0,1,2,2,2,2,3
661,6,6,4,2,2,1,3,1,4,3,5,6,2,6,5,2,2,2,1,1,2,1,3,4,6,4,2,1,2,3,6,2,2,1,5,4,6,5,2,3,4,3,3,-1,8,7,4,2,6,5,5,5,5,5,5,6,3,4,22,2,5,1,1,4,2,1,1971,39,2,3,2,2,3,3,3,9,1,-1,-1,0,2,1,3,4,4,4
662,-1,2,2,1,1,1,1,1,6,2,3,2,4,6,6,1,1,3,3,3,3,6,6,6,6,6,6,4,6,6,6,6,6,4,5,5,5,3,3,3,3,4,4,-1,2,8,4,2,6,5,5,5,3,5,4,6,5,5,36,2,6,1,1,1,2,4,1963,47,1,2,1,1,2,1,5,10,1,2,0,0,1,1,3,3,4,2
663,4,-1,-1,4,2,1,6,1,6,2,3,2,5,4,4,1,1,1,1,1,1,4,3,3,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,1,7,3,1,-1,4,4,4,3,4,3,6,4,3,11,3,4,1,1,2,2,2,1976,34,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
664,-1,7,7,1,1,1,2,1,6,6,6,6,1,4,2,1,1,1,1,1,3,1,1,4,6,1,1,3,3,6,6,5,2,1,1,5,6,1,1,3,3,1,2,3,1,-1,1,3,6,4,4,8,8,8,5,5,6,4,2,-1,6,0,1,1,1,8,1957,53,5,5,5,1,2,1,3,8,0,1,-1,0,1,4,2,2,2,2
665,1,3,2,2,2,1,6,1,6,4,1,5,1,1,1,2,2,2,2,2,2,1,4,4,4,1,1,1,4,4,4,1,1,1,4,1,1,1,1,1,2,1,3,3,1,7,4,2,5,2,5,1,5,8,5,5,1,1,24,1,-1,1,1,4,2,2,1981,29,1,3,1,2,2,1,3,10,1,1,0,0,2,3,3,4,3,3
666,4,4,3,2,2,1,2,-1,3,5,3,5,4,4,4,1,8,2,1,1,1,2,4,1,6,1,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,7,3,1,6,4,5,5,5,5,5,3,1,2,11,2,3,0,1,3,1,1,1956,54,5,5,5,2,-1,-1,3,4,0,0,0,0,3,4,2,3,3,2
667,4,6,6,3,2,1,1,1,1,6,6,6,1,6,6,1,1,1,-1,-1,2,1,2,5,5,1,4,1,1,4,1,1,4,1,1,3,3,1,3,4,4,2,3,1,1,1,4,3,6,5,4,4,2,1,1,6,1,1,10,3,6,1,0,4,2,1,1950,60,6,1,1,5,2,1,4,8,0,1,-1,-1,1,4,4,4,4,2
668,2,3,2,2,3,1,1,1,1,6,3,5,2,6,6,2,2,2,2,2,2,2,2,3,4,1,2,2,2,3,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,3,3,2,5,3,4,8,5,1,8,6,1,4,20,2,6,1,1,4,2,3,1964,46,6,4,3,1,2,1,7,10,1,1,1,0,1,4,4,4,4,4
669,4,4,4,1,1,1,6,1,6,5,4,6,3,4,-1,1,1,2,1,1,1,3,6,6,6,2,4,1,1,1,1,1,1,2,3,2,4,2,4,2,3,2,3,2,1,1,2,3,6,5,5,5,5,2,5,1,5,5,10,4,6,1,1,2,2,2,1961,49,1,1,1,4,1,2,5,12,1,2,0,1,1,4,4,4,4,4
670,2,1,2,2,1,1,2,1,2,5,4,4,4,3,3,1,1,1,1,1,1,2,5,4,6,5,2,4,3,4,4,4,4,2,3,3,5,2,2,2,2,1,2,4,1,8,4,2,3,5,5,5,5,8,5,6,3,2,17,2,4,0,1,4,1,12,1981,29,5,4,4,3,4,1,3,7,0,3,-1,0,2,4,4,4,4,3
671,1,2,2,2,2,1,4,1,6,4,4,5,4,6,6,1,1,1,2,2,2,2,3,4,4,1,2,1,2,3,4,1,2,1,1,1,1,1,1,2,3,2,1,2,1,1,4,4,5,8,8,8,8,8,8,6,1,1,-1,2,3,1,1,3,2,5,1979,31,5,5,5,2,2,1,6,9,1,-1,-1,0,1,4,3,3,3,4
672,1,2,1,1,1,0,1,0,1,1,4,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,-1,-1,1,6,6,8,8,8,8,8,8,1,6,6,-1,4,3,0,0,3,1,8,1988,22,1,1,1,-1,5,3,1,1,0,1,0,0,1,3,3,3,3,3
673,4,1,2,2,2,1,6,1,6,6,4,5,5,6,6,1,2,1,-1,1,2,4,4,5,6,5,1,3,4,5,6,2,1,2,3,3,5,5,1,3,3,2,2,2,1,2,6,6,5,5,5,5,5,5,5,4,3,3,8,3,4,0,0,1,1,1,1981,29,5,4,5,3,2,1,4,10,0,1,-1,1,2,3,3,4,3,4
674,1,2,1,-1,-1,1,3,1,6,3,3,4,1,5,2,-1,-1,2,-1,8,-1,1,4,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,5,2,1,5,5,5,8,3,1,5,1,3,6,15,2,2,1,1,1,1,1,1977,33,5,5,5,1,2,1,7,8,0,1,-1,0,1,2,1,2,2,2
675,6,6,6,-1,-1,1,1,1,6,2,2,4,1,4,6,-1,-1,-1,-1,-1,-1,1,3,4,1,1,2,1,3,4,1,1,2,1,3,4,1,1,2,1,3,1,3,1,1,8,4,4,6,5,5,5,5,2,5,2,1,2,21,2,5,1,1,1,2,2,1964,46,1,3,1,1,2,1,7,12,1,-1,-1,0,1,2,2,2,2,3
676,1,7,7,3,3,1,2,1,2,6,3,5,1,4,5,2,2,2,1,8,2,1,2,2,2,1,1,1,4,6,2,1,2,1,2,2,2,1,1,4,4,3,3,4,1,1,2,4,4,2,2,1,1,1,2,8,1,5,9,2,6,0,0,4,1,12,1990,20,5,4,3,2,4,3,2,6,0,3,3,0,1,4,4,3,4,3
677,6,6,6,5,5,1,1,1,6,6,6,6,6,6,6,2,2,2,2,2,2,1,2,3,6,2,2,1,2,3,6,1,2,1,2,3,6,1,1,4,4,2,4,4,1,1,7,2,6,4,5,3,5,3,5,6,5,1,17,4,6,1,1,1,1,1,1971,39,4,4,4,1,2,5,3,12,1,2,0,1,1,3,2,3,4,4
678,5,2,2,1,4,1,1,1,1,6,3,3,6,2,3,1,2,2,1,1,2,2,5,6,6,6,2,1,1,6,6,1,1,1,1,6,6,1,1,1,2,1,1,1,1,7,4,3,1,8,8,8,8,8,8,8,1,1,-1,-1,-1,1,1,-1,1,3,1973,37,1,3,1,3,2,1,6,9,1,-1,-1,1,2,4,4,4,4,4
679,6,5,4,3,3,1,3,1,6,6,6,6,5,6,6,1,2,2,2,2,1,2,3,5,6,2,2,2,3,5,6,2,2,2,3,6,6,1,2,1,1,1,1,1,6,7,4,1,6,5,3,1,3,1,2,6,1,2,25,3,6,1,1,-1,1,5,1965,45,5,2,5,1,2,1,4,10,1,2,1,0,1,4,4,4,4,5
680,4,2,5,3,4,1,1,1,6,5,2,4,3,2,4,8,2,2,8,8,2,1,1,2,6,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,8,7,3,1,1,5,8,8,5,5,5,5,2,2,18,2,2,0,0,1,1,1,1985,25,5,5,5,2,2,1,5,-1,0,-1,-1,0,1,4,4,4,4,3
681,5,1,2,3,1,1,1,1,4,6,2,3,2,3,2,2,8,2,8,1,2,1,2,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,3,3,3,4,2,7,5,2,6,5,3,2,2,2,4,6,4,5,10,2,6,1,1,1,1,-1,1965,45,5,5,5,3,4,4,7,10,1,0,0,0,1,4,4,4,4,4
682,6,2,6,4,2,1,3,1,4,6,5,5,5,5,6,1,1,1,2,2,2,2,4,5,6,4,5,2,4,5,6,4,5,2,4,5,6,5,5,3,4,4,4,3,8,8,7,8,5,5,4,5,4,2,4,6,4,3,18,4,6,1,1,1,1,1,1957,53,5,4,5,2,2,1,2,9,1,0,0,1,1,4,3,4,4,3
683,1,2,3,2,1,1,4,1,6,5,4,6,2,5,6,1,2,2,1,1,2,2,3,4,6,3,2,2,2,5,5,6,2,1,2,1,1,1,1,3,3,3,2,3,1,1,4,4,5,4,4,1,4,2,4,6,6,6,5,4,6,1,1,1,1,1,1968,42,5,5,5,2,2,1,5,10,1,1,-1,0,1,3,3,3,3,3
684,2,2,2,3,2,1,5,1,6,5,3,5,5,4,6,2,2,2,1,1,2,2,4,4,4,1,2,1,4,5,5,1,1,2,4,4,4,1,1,4,4,3,3,4,1,8,6,1,6,5,5,8,5,4,8,6,3,3,11,2,6,1,0,3,1,1,1959,51,5,5,5,2,2,1,7,11,1,1,-1,0,3,4,4,3,3,4
685,1,1,4,3,2,1,6,1,6,6,5,5,6,6,6,2,2,2,2,2,2,3,4,5,6,3,2,2,3,4,5,4,3,2,3,4,5,4,3,2,2,2,3,2,1,1,3,4,6,4,5,2,4,2,5,5,2,3,16,3,4,1,1,3,1,1,1987,23,5,5,5,2,2,1,3,2,0,3,-1,0,2,3,3,3,3,3
686,2,7,7,1,1,1,2,1,2,6,6,6,2,5,4,1,2,2,1,1,1,1,1,4,4,1,2,2,4,6,6,1,4,1,1,3,3,1,2,4,4,2,3,4,1,8,7,3,2,1,2,1,2,1,2,1,5,6,12,2,6,1,0,4,2,3,1977,33,5,4,2,1,4,4,7,10,1,1,1,0,1,4,4,4,4,4
687,2,1,1,1,2,1,1,1,2,5,5,6,4,5,5,1,2,2,1,1,3,4,5,6,6,3,2,3,3,5,6,1,1,1,4,5,5,1,1,1,1,1,1,1,1,6,3,1,5,4,5,8,5,1,5,5,2,3,15,3,6,1,0,4,1,1,1982,28,5,5,5,2,4,1,7,8,0,3,-1,0,1,2,3,3,3,3
689,4,2,3,-1,-1,1,3,1,6,5,4,6,4,6,6,1,2,1,2,8,2,5,5,5,6,5,3,2,2,2,6,3,3,3,4,4,5,3,3,1,1,1,3,1,2,2,4,1,5,4,5,8,5,5,5,1,3,2,18,2,4,1,1,1,2,5,1983,27,1,1,1,1,2,1,5,9,0,1,-1,0,1,4,4,4,4,4
690,2,3,2,2,1,1,1,1,3,3,5,5,1,2,3,2,2,2,2,2,2,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,3,1,1,4,3,2,3,4,1,2,2,2,4,1,1,24,4,2,0,0,4,2,3,1980,30,1,3,-1,4,3,1,5,7,0,0,0,0,1,4,3,3,4,5
691,1,3,2,2,1,1,6,1,6,6,3,4,4,6,6,2,2,2,2,2,1,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,3,1,7,1,2,6,4,5,8,2,1,5,4,1,4,12,2,5,0,0,4,2,2,1986,24,1,2,1,2,2,1,5,1,0,2,-1,0,2,3,4,4,4,3
692,1,2,2,4,3,1,1,1,2,1,1,1,1,3,2,2,2,2,1,2,1,2,1,3,6,1,2,1,1,2,6,1,1,1,1,2,6,1,1,1,1,1,1,1,1,7,4,1,6,4,5,5,5,2,5,2,6,1,6,2,1,0,0,1,1,1,1989,21,5,5,5,1,3,3,2,1,0,4,2,0,1,4,4,4,4,5
693,2,2,1,3,3,1,3,1,5,1,1,1,2,6,6,1,2,2,1,1,1,2,2,1,1,1,1,3,3,3,1,2,1,1,1,1,1,1,1,3,2,2,3,3,1,1,3,4,5,8,8,8,8,8,8,-1,1,1,-1,3,6,1,1,1,2,8,1987,23,5,5,5,1,2,3,5,-1,0,-1,-1,0,1,2,2,3,3,3
694,3,4,3,3,3,1,1,1,6,5,5,4,3,6,6,2,2,2,2,2,1,2,4,6,6,5,1,3,3,3,3,3,3,2,2,2,6,6,6,1,2,3,2,2,1,6,1,1,6,2,5,1,5,5,5,1,4,6,13,2,6,0,1,1,1,1,1992,18,5,5,5,3,3,1,2,2,0,2,0,0,1,4,4,4,4,3
695,6,3,2,1,4,1,4,1,4,3,2,4,3,6,6,2,2,2,1,1,2,2,2,3,6,1,2,2,2,3,6,1,2,-1,-1,-1,-1,-1,-1,4,4,4,4,4,1,1,1,4,4,3,5,4,5,1,2,6,4,4,20,3,6,0,1,1,1,1,1988,22,5,3,5,2,4,-1,3,7,0,1,-1,0,1,4,4,4,4,5
696,3,2,5,1,1,1,5,1,4,2,4,6,2,6,4,1,1,1,2,1,1,2,2,4,5,5,5,2,2,2,3,4,4,2,2,3,-1,4,4,2,3,1,3,1,1,3,4,3,5,3,4,2,5,5,5,5,3,3,26,2,6,0,1,1,1,1,1969,41,5,4,3,5,1,2,6,12,1,1,-1,0,1,3,2,4,4,4
